code,readability_level
"def foo():
    user_regex = _lazy_re_compile(
        r""(^[-!#$%&'*+/=?^_`{}|~0-9A-Z]+(\.[-!#$%&'*+/=?^_`{}|~0-9A-Z]+)*\Z""  # dot-atom
        r'|^""([\001-\010\013\014\016-\037!#-\[\]-\177]|\\[\001-\011\013\014\016-\177])*""\Z)',  # quoted-string
        re.IGNORECASE)",Low
"def A():
    def B():
        def C():
            def D():
                def E():
                    def F():
                        def G():
                            assert (
                                c_float(val[0][0] / val[0][1]).value
                                == c_float(value[0][0] / value[0][1]).value
                            ), ""%s didn't roundtrip"" % tag",Low
"class A:
    class B:
        def foo():
            xxxxx_xxxx(
                xx,
                ""\t""
                ""@xxxxxx '{xxxx_xxx}\t' > {xxxxxx_xxxx}.xxxxxxx;""
                ""{xxxx_xxx} >> {xxxxxx_xxxx}.xxxxxxx 2>&1; xx=$$?;""
                ""xxxx $$xx"".format(
                    xxxx_xxx=xxxx_xxxxxxx,
                    xxxxxx_xxxx=xxxxxxx + ""/"" + xxxx_xxx_xxxx,
                    x=xxx_xxxxx_xxxxx_xxx,
                ),
                x,
                y,
                z,
            )


func_call_where_string_arg_has_method_call_and_bad_parens(
    ""A long string with {}. This string is so long that it is ridiculous. It can't fit""
    "" on one line at alllll."".format(""formatting""),
)

func_call_where_string_arg_has_old_fmt_and_bad_parens(
    ""A long string with {}. This string is so long that it is ridiculous. It can't fit""
    "" on one line at alllll."" % ""formatting"",
)

func_call_where_string_arg_has_old_fmt_and_bad_parens(
    ""A long string with {}. This {} is so long that it is ridiculous. It can't fit on""
    "" one line at alllll."" % (""formatting"", ""string""),
)",Low
"class A:
    def append(self):
        if True:
            xxxx.xxxxxxx.xxxxx(
                ""xxxxxxxxxx xxxx xx xxxxxx(%x) xx %x xxxx xx xxx %x.xx""
                % (len(self) + 1, xxxx.xxxxxxxxxx, xxxx.xxxxxxxxxx)
                + "" %.3f (%s) to %.3f (%s).\n""
                % (
                    xxxx.xxxxxxxxx,
                    xxxx.xxxxxxxxxxxxxx(xxxx.xxxxxxxxx),
                    x,
                    xxxx.xxxxxxxxxxxxxx(xx),
                )
            )",Low
"class A:
    class B:
        def foo():
            st_error = STError(
                f""This string ({string_leaf.value}) appears to be pointless (i.e. has""
                "" no parent).""
            )",Low
"def foo():
    user_regex = _lazy_re_compile(
        r""(^[-!#$%&'*+/=?^_`{}|~0-9A-Z]+(\.[-!#$%&'*+/=?^_`{}|~0-9A-Z]+)*\Z""  # dot-atom
        r'|^""([\001-\010\013\014\016-\037!#-\[\]-\177]|\\[\001-\011\013\014\016-\177])*""\Z)',  # quoted-string
        re.IGNORECASE,
    )",Low
"def A():
    def B():
        def C():
            def D():
                def E():
                    def F():
                        def G():
                            assert (
                                c_float(val[0][0] / val[0][1]).value
                                == c_float(value[0][0] / value[0][1]).value
                            ), ""%s didn't roundtrip"" % tag",Low
"def frobnicate(
    a,
) -> ""ThisIsTrulyUnreasonablyExtremelyLongClassName | list[ThisIsTrulyUnreasonablyExtremelyLongClassName]"":
    pass",Low
"def e(x): ...

@overload
async def async_a(x: int) -> int: ...
@overload
async def async_a(x: str) -> str: ...
var: int",Low
"def e(x): ...

@overload
async def async_a(x: int) -> int: ...
@overload
async def async_a(x: str) -> str: ...

var: int",Low
"class Outer:
    class Inner:
        @overload
        def method(self, x: int) -> int: ...
        @overload
        def method(self, x: str) -> str: ...

    @overload
    def method(self, x: int) -> int: ...
    @overload
    def method(self, x: str) -> str: ...",Low
"def foo3():

    print(""No newline above me!"")

    print(""There is a newline above me, and that's OK!"")",Low
"def foo3():

    print(""No newline above me!"")

    print(""There is a newline above me, and that's OK!"")",Low
"def example6():
    return ((((((((({a:a for a in [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]})))))))))",Low
"def example7():
    return ((((((((({a:a for a in [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20000000000000000000]})))))))))",Low
"def example6():
    return {a: a for a in [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]}",Low
"def example7():
    return {
        a: a
        for a in [
            1,
            2,
            3,
            4,
            5,
            6,
            7,
            8,
            9,
            10,
            11,
            12,
            13,
            14,
            15,
            16,
            17,
            18,
            19,
            20000000000000000000,
        ]
    }",Low
"def foo() -> intsdfsafafafdfdsasdfsfsdfasdfafdsafdfdsfasdskdsdsfdsafdsafsdfdasfffsfdsfdsafafhdskfhdsfjdslkfdlfsdkjhsdfjkdshfkljds | intsdfsafafafdfdsasdfsfsdfasdfafdsafdfdsfasdskdsdsfdsafdsafsdfdasfffsfdsfdsafafhdskfhdsfjdslkfdlfsdkjhsdfjkdshfkljds:
    return 2",Low
"def foo(a: int, b: int, c: int,) -> intsdfsafafafdfdsasdfsfsdfasdfafdsafdfdsfasdskdsdsfdsafdsafsdfdasfffsfdsfdsafafhdskfhdsfjdslkfdlfsdkjhsdfjkdshfkljds:
    return 2",Low
"def foo(a: int, b: int, c: int,) -> intsdfsafafafdfdsasdfsfsdfasdfafdsafdfdsfasdskdsdsfdsafdsafsdfdasfffsfdsfdsafafhdskfhdsfjdslkfdlfsdkjhsdfjkdshfkljds | intsdfsafafafdfdsasdfsfsdfasdfafdsafdfdsfasdskdsdsfdsafdsafsdfdasfffsfdsfdsafafhdskfhdsfjdslkfdlfsdkjhsdfjkdshfkljds:
    return 2

# Split args but no need to split return",Low
"def double(a: int) -> (
    (  (
        ((int)
         )
           )
            )
        ):
    return 2*a",Low
"def foo(
    a: int,
    b: int,
    c: int,
) -> intsdfsafafafdfdsasdfsfsdfasdfafdsafdfdsfasdskdsdsfdsafdsafsdfdasfffsfdsfdsafafhdskfhdsfjdslkfdlfsdkjhsdfjkdshfkljds:
    return 2",Low
"def arg_magic_multiline[
    T,
    B
](
    a: T,
    b: T,
) -> T:
    return a",Low
"def type_param_magic_multiline[
    T,
    B,
](
    a: T,
    b: T
) -> T:
    return a",Low
"def both_magic_multiline[
    T,
    B,
](
    a: T,
    b: T,
) -> T:
    return a",Low
"def foo(
    a,  # type: int
    b,  # type: str
    c,  # type: List[int]
    d,  # type: Dict[int, str]
    e,  # type: ignore
    f,  # type : ignore
    g,  #  type : ignore
):
    pass",Low
"def docstring_singleline():
    R""""""2020 was one hell of a year. The good news is that we were able to""""""",Low
"def docstring_singleline():
    R""""""2020 was one hell of a year. The good news is that we were able to""""""",Low
"def docstring_multiline():
    R""""""
    clear out all of the issues opened in that time :p
    """"""",Low
"class A:
    attr: int
    attr2: str

    def f(self) -> int:
        ...

    def g(self) -> str: ...",Low
"def h(): ...

if sys.version_info >= (3, 8):
    class E:
        def f(self): ...
    class F:

        def f(self): ...
    class G: ...
    class H: ...
else:
    class I: ...
    class J: ...
    def f(): ...

    class K:
        def f(self): ...
    def f(): ...",Low
"class A:
    attr: int
    attr2: str

    def f(self) -> int: ...
    def g(self) -> str: ...",Low
"def h(): ...

if sys.version_info >= (3, 8):
    class E:
        def f(self): ...

    class F:
        def f(self): ...

    class G: ...
    class H: ...

else:
    class I: ...
    class J: ...

    def f(): ...

    class K:
        def f(self): ...

    def f(): ...",Low
"class Conditional:
    def f(self): ...
    if sys.version_info >= (3, 8):
        def g(self): ...
    else:
        def g(self): ...

    def h(self): ...
    def i(self): ...
    if sys.version_info >= (3, 8):
        def j(self): ...

    def k(self): ...
    if sys.version_info >= (3, 8):
        class A: ...
        class B: ...

        class C:
            def l(self): ...
            def m(self): ...",Low
"def weird_syntax[T = lambda: 42, **P = lambda: 43, *Ts = lambda: 44]():
    pass",Low
"def pattern_matching():
    match status:
        case 1:
            return ""1""
        case [single]:
            return ""single""
        case [
            action,
            obj,
        ]:
            return ""act on obj""
        case Point(x=0):
            return ""class pattern""
        case {""text"": message}:
            return ""mapping""
        case {
            ""text"": message,
            ""format"": _,
        }:
            return ""mapping""
        case _:
            return ""fallback""",Low
"class B:
    def BMethod(self) -> None: ...
    @overload
    def BMethod(self, arg : List[str]) -> None: ...",Low
"class B:
    def BMethod(self) -> None: ...
    @overload
    def BMethod(self, arg: List[str]) -> None: ...",Low
"def test_magic(src: str, expected: str, mode: Mode) -> None:
    result = format_cell(src, fast=True, mode=mode)
    assert result == expected


@pytest.mark.parametrize(
    ""src"",
    (
        ""%%bash\n2+2"",
        ""%%html --isolated\n2+2"",
        ""%%writefile e.txt\n  meh\n meh"",
    ),
)",Low
"def test_cell_magic_with_magic() -> None:
    src = ""%%timeit -n1\nls =!ls""
    result = format_cell(src, fast=True, mode=JUPYTER_MODE)
    expected = ""%%timeit -n1\nls = !ls""
    assert result == expected


@pytest.mark.parametrize(
    ""src, expected"",
    (
        (""\n\n\n%time \n\n"", ""%time""),
        (""  \n\t\n%%timeit -n4 \t \nx=2  \n\r\n"", ""%%timeit -n4\nx = 2""),
        (
            ""  \t\n\n%%capture \nx=2 \n%config \n\n%env\n\t  \n \n\n"",
            ""%%capture\nx = 2\n%config\n\n%env"",
        ),
    ),
)",Low
"def foo(arg):
'''This is the foo function.

This is foo function's
docstring with more descriptive texts.
'''",Low
"def foo(arg):
'''This is the foo function.

This is foo function's
docstring with more descriptive texts.
'''",Low
"def dump_to_stderr(*output: str) -> str:
    return ""\n"" + ""\n"".join(output) + ""\n""",Low
"def add() -> dict[str, object]:
    a = request.form.get(""a"", type=int)
    b = request.form.get(""b"", type=int)
    result = tasks.add.delay(a, b)
    return {""result_id"": result.id}


@bp.post(""/block"")",Low
"def index(js):
    return render_template(f""{js}.html"", js=js)


@app.route(""/add"", methods=[""POST""])",Low
"def add():
    a = request.form.get(""a"", 0, type=float)
    b = request.form.get(""b"", 0, type=float)
    return jsonify(result=a + b)",Low
"def test_add(client, a, b, result):
    response = client.post(""/add"", data={""a"": a, ""b"": b})
    assert response.get_json()[""result""] == result",Low
"def load_logged_in_user():
    """"""If a user id is stored in the session, load the user object from
    the database into ``g.user``.""""""
    user_id = session.get(""user_id"")

    if user_id is None:
        g.user = None
    else:
        g.user = (
            get_db().execute(""SELECT * FROM user WHERE id = ?"", (user_id,)).fetchone()
        )


@bp.route(""/register"", methods=(""GET"", ""POST""))",Low
"def index():
    """"""Show all the posts, most recent first.""""""
    db = get_db()
    posts = db.execute(
        ""SELECT p.id, title, body, created, author_id, username""
        "" FROM post p JOIN user u ON p.author_id = u.id""
        "" ORDER BY created DESC""
    ).fetchall()
    return render_template(""blog/index.html"", posts=posts)",Low
"def get_post(id, check_author=True):
    """"""Get a post and its author by id.

    Checks that the id exists and optionally that the current user is
    the author.

    :param id: id of post to get
    :param check_author: require the current user to be the author
    :return: the post with author information
    :raise 404: if a post with the given id doesn't exist
    :raise 403: if the current user isn't the author
    """"""
    post = (
        get_db()
        .execute(
            ""SELECT p.id, title, body, created, author_id, username""
            "" FROM post p JOIN user u ON p.author_id = u.id""
            "" WHERE p.id = ?"",
            (id,),
        )
        .fetchone()
    )

    if post is None:
        abort(404, f""Post id {id} doesn't exist."")

    if check_author and post[""author_id""] != g.user[""id""]:
        abort(403)

    return post


@bp.route(""/create"", methods=(""GET"", ""POST""))
@login_required",Low
"def close_db(e=None):
    """"""If this request connected to the database, close the
    connection.
    """"""
    db = g.pop(""db"", None)

    if db is not None:
        db.close()",Low
"def client(app):
    """"""A test client for the app.""""""
    return app.test_client()


@pytest.fixture",Low
"def runner(app):
    """"""A test runner for the app's Click commands.""""""
    return app.test_cli_runner()",Low
"def test_index(client, auth):
    response = client.get(""/"")
    assert b""Log In"" in response.data
    assert b""Register"" in response.data

    auth.login()
    response = client.get(""/"")
    assert b""test title"" in response.data
    assert b""by test on 2018-01-01"" in response.data
    assert b""test\nbody"" in response.data
    assert b'href=""/1/update""' in response.data


@pytest.mark.parametrize(""path"", (""/create"", ""/1/update"", ""/1/delete""))",Low
"class ConfigAttribute(t.Generic[T]):
    """"""Makes an attribute forward to the config""""""

    def __init__(
        self, name: str, get_converter: t.Callable[[t.Any], T] | None = None
    ) -> None:
        self.__name__ = name
        self.get_converter = get_converter

    @t.overload
    def __get__(self, obj: None, owner: None) -> te.Self: ...

    @t.overload
    def __get__(self, obj: App, owner: type[App]) -> T: ...

    def __get__(self, obj: App | None, owner: type[App] | None = None) -> T | te.Self:
        if obj is None:
            return self

        rv = obj.config[self.__name__]

        if self.get_converter is not None:
            rv = self.get_converter(rv)

        return rv  # type: ignore[no-any-return]

    def __set__(self, obj: App, value: t.Any) -> None:
        obj.config[self.__name__] = value",Low
